,chrf,number of Unique sentences,chapter-title,source
435,0.14217983813482352,12,the-jungle-chapter-15,shmoop
436,0.11887223448765456,8,the-jungle-chapter-16,shmoop
437,0.12826170879830823,15,the-jungle-chapter-17,shmoop
438,0.13923724621655278,11,the-jungle-chapter-18,shmoop
439,0.15506698173683037,10,the-jungle-chapter-19,shmoop
440,0.12346904135401238,9,the-jungle-chapter-20,shmoop
441,0.11948661011162516,12,the-jungle-chapter-21,shmoop
442,0.1526398355974208,20,the-jungle-chapter-22,shmoop
443,0.11680517860913943,10,the-jungle-chapter-23,shmoop
444,0.15716862567447498,11,the-jungle-chapter-24,shmoop
